cups;data_anterior;data_mesura;tarifa;origen;mesura_baixa;periode;consum;lectura_anterior;lectura_actual
ES0031300823455001SV0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;643;31310;31953
ES0031406229962001JX0F;2015-12-22;2016-01-25;3.0A;F1;N;P3;147;12496;12643
ES0031406065482001FW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3138;242709;245847
ES0031406217120001JZ0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;315;16427;16742
ES0031406241438001FE0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;979;93089;94068
ES0021000009198177KZ;2015-12-29;2016-01-26;3.0A;F1;N;P3;763;70356;71119
ES0031300803438001PD0F;2015-12-22;2016-01-22;3.0A;F1;N;P3;83;33940;34023
ES0031406229880001JM0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;441;64058;64499
ES0031406229768001LS0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;333;31967;32300
ES0031406217183001SV0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;76;4337;4413
ES0031300811174001GM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1236;80656;81892
ES0031406229351001JM0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;8;4640;4648
ES0031408425231002XV0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;79;6987;7066
ES0031300570164001QJ0F;2015-12-30;2016-01-29;3.0A;F1;N;P3;142;15384;15526
ES0031406229696001VM0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;305;60237;60542
ES0031406217201001QP0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;20;1402;1422
ES0021000003911615XW;2015-12-23;2016-01-26;3.0A;F1;N;P3;1112;66318;67430
ES0031406229639001EE0F;2016-01-04;2016-02-01;3.0A;F1;N;P3;885;30102;30987
ES0031300809019001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2677;22860;25537
ES0021000003812538AD;2015-12-23;2016-01-26;3.0A;F1;N;P3;69;7539;7608
ES0031406058057001DT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3293;670592;673885
ES0031406217378001FT0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;418;53423;53841
ES0021000003899642HN;2015-12-22;2016-01-22;3.0A;F1;N;P3;0;188907;188907
ES0021000000048676WM;2015-12-24;2016-01-27;3.0A;F1;N;P3;1631;220570;222201
ES0031406065563001DL0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;67;88600;88667
ES0031406229031001SG0F;2015-11-23;2016-01-22;3.0A;F1;N;P3;0;1809;1809
ES0031406229149001QZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;18;356217;356235
ES0031406229024001DL0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;451;92646;93097
ES0031406217182002HF0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;946;42380;43326
ES0031406224721001GC0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;9;530;539
ES0021000000023409FS;2015-12-28;2016-01-27;3.0A;F1;N;P3;32;20412;20444
ES0031300812679001GT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1132;30426;31558
ES0021000003822232XC;2015-12-28;2016-01-28;3.0A;F1;N;P3;318;34085;34403
ES0021000006614795DS;2015-12-23;2016-01-29;3.0A;F1;N;P3;744;53189;53933
ES0031406217216001RN0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;1569;133229;134798
ES0031300813622001HT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2637;187660;190297
ES0031406226624001JT0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;268;16858;17126
ES0031300730495001CZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;519;19002;19521
ES0031406228841001BF0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;47;5095;5142
ES0031406228825001MS0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;1152;64081;65233
ES0031406217236002CA0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;118;40804;40922
ES0021000006697258FT;2015-12-22;2016-01-22;3.0A;F1;N;P3;338;16854;17192
ES0031406228842002PL0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;773;59138;59911
ES0031408251714007TJ0F;2015-12-29;2016-01-29;3.0A;F1;N;P3;509;26352;26861
ES0021000006821613PV;2015-12-23;2016-01-26;3.0A;F1;N;P3;412;30003;30415
ES0031300803438001PD0F;2015-10-26;2015-11-16;3.0A;F1;N;P3;160;33675;33835
ES0031406217474001VK0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;769;77480;78249
ES0031408440070001BZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2571;204957;207528
ES0031406225362002KB0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;803;53765;54568
ES0031406065554001DN0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3261;140750;144011
ES0021000006821690NW;2015-12-22;2016-01-26;3.0A;F1;N;P3;5618;405103;410721
ES0031300002595028BQ0F;2015-12-30;2016-01-29;3.0A;F1;N;P3;27;6303;6330
ES0031406217302001ZS0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;98;15602;15700
ES0021000003727648SN;2015-12-22;2016-01-25;3.0A;F1;N;P3;1593;133510;135103
ES0031406223910001AT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1824;150269;152093
ES0031406063471001HF0F;2015-12-22;2016-01-25;3.0A;F1;N;P3;1425;43150;44575
ES0021000006857353KS;2015-12-22;2016-01-26;3.0A;F1;N;P3;519;4800;5319
ES0021000000048590KB;2015-12-24;2016-01-27;3.0A;F1;N;P3;1233;158301;159534
ES0031408108204060SS0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;5213;617919;623132
ES0031406217476001NC0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;51;5817;5868
ES0021000006626862MF0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;1519;153500;155019
ES0021000003908919FC;2015-12-22;2016-01-22;3.0A;F1;N;P3;1336;66276;67612
ES0031300727945001BR0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;33;54982;55015
ES0021000009798240YF;2015-11-26;2016-01-28;3.0A;F1;N;P3;212;28726;28938
ES0031406221270001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3094;244436;247530
ES0021000002703513SK;2015-12-24;2016-01-22;3.0A;F1;N;P3;210;10623;10833
ES0031406219350001WA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;32;25801;25833
ES0021000006837517XM;2015-12-30;2016-01-28;3.0A;F1;N;P3;1442;116139;117581
ES0021000000048601KE;2015-12-23;2016-01-27;3.0A;F1;N;P3;314;41392;41706
ES0021000002703514SE;2015-12-24;2016-01-22;3.0A;F1;N;P3;82;12873;12955
ES0031406217610001LE0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;343;49458;49801
ES0021000003586768PF;2015-12-21;2016-01-20;3.0A;F1;N;P3;668;25180;25848
ES0031300020728027PE0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;61;2338;2399
ES0031406219343001LH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3555;157313;160868
ES0031406217485001JG0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;131;3921;4052
ES0031406065573001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;729;445286;446015
ES0031406217751001DD0F;2015-11-30;2015-12-31;3.0A;F1;N;P3;14;425;439
ES0021000006647968WE;2015-12-28;2016-01-28;3.0A;F1;N;P3;568;48399;48967
ES0031406217779001FH0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;734;62530;63264
ES0021000003911426RC;2015-12-23;2016-01-26;3.0A;F1;N;P3;9;1200;1209
ES0021000000048871XQ;2015-12-28;2016-01-28;3.0A;F1;N;P3;922;77287;78209
ES0031406302594001AB0F;2015-12-30;2016-02-01;3.0A;F1;N;P3;287;6214;6501
ES0031406058113001MH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;8513;21134;29647
ES0021000003842214MS;2015-12-21;2016-01-25;3.0A;F1;N;P3;384;28767;29151
ES0021000006836541JH;2015-12-30;2016-01-28;3.0A;F1;N;P3;344;31592;31936
ES0031406065511001WE0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1137;352629;353766
ES0031300717686001YJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;4;421;425
ES0031406191554001SD0F;2015-12-23;2016-01-26;3.0A;F1;N;P3;2;1056;1058
ES0031406060592001XD0F;2015-12-21;2015-12-31;3.0A;F1;N;P3;66;50724;50790
ES0021000003863454DA;2015-12-30;2016-01-28;3.0A;F1;N;P3;1605;158372;159977
ES0031300734844001RJ0F;2015-12-20;2015-12-31;3.0A;F1;N;P3;21;27355;27376
ES0031406065602001AB0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;352;368934;369286
ES0031406186744002RT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;634;141152;141786
ES0021000010530741EG0F;2015-12-22;2016-01-28;3.0A;F1;N;P3;1325;75800;77125
ES0031406060129001GE0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;1226;93680;94906
ES0031406182596001LA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1153;72908;74061
ES0021000010722787TT;2015-12-28;2016-01-27;3.0A;F1;N;P3;61;7311;7372
ES0031406065617001BS0F;2015-12-29;2016-01-28;3.0A;F1;N;P3;0;64669;64669
ES0031406064312001JN0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;819;168730;169549
ES0021000005893156YR;2015-12-23;2016-01-22;3.0A;F1;N;P3;39;1661;1700
ES0031300732701001TS0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1742;191787;193529
ES0031405997687007DS0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;312;39672;39984
ES0021000009349218XZ;2015-12-28;2016-01-27;3.0A;F1;N;P3;67;10679;10746
ES0031406187789001XV0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;432;24462;24894
ES0021000007516754XY;2015-12-28;2016-01-28;3.0A;F1;N;P3;289;9158;9447
ES0031405997687017XW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;291;20391;20682
ES0031406057909002ZY0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;781;11215;11996
ES0031405997491001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3819;67996;71815
ES0031300717311002DY0F;2015-12-22;2016-01-22;3.0A;F1;N;P3;57;15443;15500
ES0031405996943001EJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2259;256260;258519
ES0031406060140001TM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3636;336764;340400
ES0031408484324001XJ0F;2015-12-22;2016-01-25;3.0A;F1;N;P3;35;12239;12274
ES0031406187791002MV0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;896;79732;80628
ES0031406217484001SQ0F;2015-12-28;2016-01-26;3.0A;F1;N;P3;811;6996;7807
ES0021000010959957FV;2015-12-22;2016-01-25;3.0A;F1;N;P3;2715;136795;139510
ES0031406057931001GV0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1136;336515;337651
ES0031405989119021LN0F;2015-12-23;2016-01-26;3.0A;F1;N;P3;269;25709;25978
ES0031405996614001RM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2614;440811;443425
ES0031406187792002AM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;337;24489;24826
ES0031300714098001SJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;278;25216;25494
ES0021000003884631DC;2015-12-21;2016-01-22;3.0A;F1;N;P3;367;29667;30034
ES0031300734696001YH0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;66;1032;1098
ES0031405995564001GR0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;5907;797094;803001
ES0021000003912295QS;2015-12-28;2016-01-26;3.0A;F1;N;P3;693;81414;82107
ES0021000000048594KS;2015-12-24;2016-01-27;3.0A;F1;N;P3;388;33972;34360
ES0031406191936001HW0F;2015-11-30;2015-12-31;3.0A;F1;N;P3;412;330;742
ES0034111303275033ZV0F;2015-12-01;2016-01-02;3.0A;F1;N;P3;25;7537;7562
ES0031405986617001AR0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;0;8668;8668
ES0031406064514001XA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1238;65061;66299
ES0031405995593001EK0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;43;183;226
ES0031405989453001GD0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1615;305048;306663
ES0031406064831002SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;95;256469;256564
ES0031406192249001XH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3510;510582;514092
ES0031300710632001SK0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;723;29209;29932
ES0021000010966113ED;2015-12-21;2016-01-25;3.0A;F1;N;P3;1200;42448;43648
ES0031405978971002XF0F;2015-12-31;2016-01-22;3.0A;F1;N;P3;735;60559;61294
ES0031300758458001TM0F;2016-01-13;2016-01-29;3.0A;F1;N;P3;147;11984;12131
ES0031405967875001TB0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2406;257136;259542
ES0021000012091214HL;2015-12-23;2016-01-27;3.0A;F1;N;P3;68;7086;7154
ES0031406190529001RG0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;353;54653;55006
ES0031406061110001SA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;210;543063;543273
ES0021000012302508MN;2015-12-22;2016-01-26;3.0A;F1;N;P3;1474;206576;208050
ES0031406057797001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3179;846976;850155
ES0021000011433600SK;2015-12-30;2016-01-29;3.0A;F1;N;P3;481;65415;65896
ES0021000009143029SC;2015-12-30;2016-01-28;3.0A;F1;N;P3;0;23031;23031
ES0031406190964001PM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;136;29675;29811
ES0021000013072609TG;2015-12-21;2016-01-26;3.0A;F1;N;P3;88;12788;12876
ES0021000005655103MK;2015-12-21;2016-01-21;3.0A;F1;N;P3;62;10208;10270
ES0031406060122001EZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2240;223477;225717
ES0031405911276001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3320;453455;456775
ES0244364660000098BC0F;2015-12-20;2016-01-20;3.0A;F1;N;P3;688;1613;2301
ES0031406192333001ME0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;249;19332;19581
ES0031300709602001ZF0F;2015-12-23;2016-01-26;3.0A;F1;N;P3;443;41819;42262
ES0021000009870757PM;2015-12-18;2016-01-22;3.0A;F1;N;P3;15;3467;3482
ES0031406059122001ZP0F;2015-12-29;2016-01-29;3.0A;F1;N;P3;546;64634;65180
ES0031405924536001VA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1729;242657;244386
ES0031406056385001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3;9461;9464
ES0031406192342001YY0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;712;51332;52044
ES0021000012612588DY;2015-12-21;2016-01-22;3.0A;F1;N;P3;3132;335574;338706
ES0031405888681001KW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;860;81585;82445
ES0031408320107002PR0F;2015-12-21;2016-01-25;3.0A;F1;N;P3;30;2678;2708
ES0031406057800001JW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;890;356103;356993
ES0031405885101022XL0F;2016-01-04;2016-02-01;3.0A;F1;N;P3;83;2357;2440
ES0031406195078001YH0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;3295;278916;282211
ES0031408397344032RH0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;210;7912;8122
ES0021000010655920JV;2015-12-22;2016-01-27;3.0A;F1;N;P3;245;16768;17013
ES0031406064943001DF0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;38;115763;115801
ES0021000003877870ZK;2015-12-21;2016-01-25;3.0A;F1;N;P3;124;8637;8761
ES0031300800235001NN0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;201;29625;29826
ES0031406194803001XY0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;213;22089;22302
ES0021000004327204RG;2015-12-23;2016-01-25;3.0A;F1;N;P3;294;13326;13620
ES0021000013633857EY;2015-12-22;2016-01-25;3.0A;F1;N;P3;161;22415;22576
ES0031406057616001VW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1313;1206572;1207885
ES0021000013901223PC;2015-12-21;2016-01-22;3.0A;F1;N;P3;442;43820;44262
ES0021000000022355FL0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;321;88302;88623
ES0021000011323413DG;2015-12-23;2016-01-26;3.0A;F1;N;P3;0;13485;13485
ES0021000009224111EG;2015-12-21;2016-01-25;3.0A;F1;N;P3;0;86787;86787
ES0031405645482001XN0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1296;344943;346239
ES0021000013398495RA0F;2015-12-16;2016-01-24;3.0A;F1;N;P3;111;1188;1299
ES0031406215031001ZN0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2927;500783;503710
ES0031601293603014VJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;158;8027;8185
ES0021000003831244BQ;2015-12-28;2016-01-28;3.0A;F1;N;P3;443;95830;96273
ES0031300729621001QZ0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;52;3226;3278
ES0021000012054503DQ;2015-12-24;2016-01-27;3.0A;F1;N;P3;1305;105391;106696
ES0021000015424971HH;2015-12-22;2016-01-22;3.0A;F1;N;P3;545;56178;56723
ES0031406213543001VC0F;2015-12-17;2016-01-20;3.0A;F1;N;P3;178;10111;10289
ES0031405533985001RC0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;4042;374387;378429
ES0031405532530001ZT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;4413;429703;434116
ES0031406064943002DP0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;121;68512;68633
ES0021000004074097JN;2015-12-19;2016-01-25;3.0A;F1;N;P3;1330;98464;99794
ES0021000003729089DG;2015-12-23;2016-01-26;3.0A;F1;N;P3;1823;254593;256416
ES0031406213914001WF0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1018;56120;57138
ES0031406056537001RR0F;2015-12-23;2016-01-27;3.0A;F1;N;P3;99;7935;8034
ES0021000001825362SX;2015-12-23;2016-01-26;3.0A;F1;N;P3;736;55062;55798
ES0031300727290016FX0F;2015-12-30;2016-01-29;3.0A;F1;N;P3;78;13901;13979
ES0031405465309002VC0F;2015-12-23;2016-01-26;3.0A;F1;N;P3;285;49500;49785
ES0031406057801001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;605;765685;766290
ES0031406215053002MW0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1405;310024;311429
ES0021000008816400MZ;2015-12-26;2016-01-29;3.0A;F1;N;P3;135;12775;12910
ES0031405472280003XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2291;37979;40270
ES0031406028963001YB0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;211;1787596;1787807
ES0021000003784824VX;2015-12-28;2016-01-22;3.0A;F1;N;P3;381;1630;2011
ES0031300728901001SY0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2516;171568;174084
ES0031406215064001TF0F;2015-12-31;2016-01-12;3.0A;F1;N;P3;19;12269;12288
ES0031601059569001DQ0F;2015-12-28;2016-01-25;3.0A;F1;N;P3;106;21274;21380
ES0031405462457002XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1711;14696;16407
ES0031406057277001CE0F;2015-12-23;2016-01-22;3.0A;F1;N;P3;1086;69070;70156
ES0021000003870049LC;2015-12-23;2016-01-27;3.0A;F1;N;P3;482;23307;23789
ES0021000015399177RF;2015-12-23;2016-01-26;3.0A;F1;N;P3;302;18872;19174
ES0031405440418016CW0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;641;47349;47990
ES0031406215629001RN0F;2016-01-04;2016-02-01;3.0A;F1;N;P3;312;38581;38893
ES0031300801423001YQ0F;2015-12-22;2016-01-22;3.0A;F1;N;P3;0;9670;9670
ES0031405440418017CA0F;2015-12-28;2016-01-28;3.0A;F1;N;P3;310;5380;5690
ES0031406065447002AD0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;668;54312;54980
ES0031405440900003TR0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;4480;683017;687497
ES0031300632533001NM0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;35;8869;8904
ES0031406215874001GQ0F;2015-12-21;2015-12-31;3.0A;F1;N;P3;193;317626;317819
ES0021000017076143WC;2015-12-28;2016-01-26;3.0A;F1;N;P3;1042;80757;81799
ES0031405431428022NH0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;70;5455;5525
ES0031406056545001AC0F;2015-12-23;2016-01-27;3.0A;F1;N;P3;36;17029;17065
ES0031405431430011FY0F;2015-11-30;2015-12-31;3.0A;F1;N;P3;388;17897;8621
ES0021000006821849LT;2015-12-23;2016-01-26;3.0A;F1;N;P3;911;88962;89873
ES0031300823450001MP0F;2015-12-31;2016-02-01;3.0A;F1;N;P3;126;5181;5307
ES0031406215369001JG0F;2016-01-04;2016-02-01;3.0A;F1;N;P3;1312;136288;137600
ES0031405429361003AD0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2485;232308;234793
ES0021000010595529XR;2015-12-21;2016-01-21;3.0A;F1;N;P3;37;2659;2696
ES0031300831197001LX0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;643;25454;26097
ES0031405069774010JF0F;2015-12-23;2016-01-26;3.0A;F1;N;P3;167;9094;9261
ES0031408115152001HR0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;8;451797;451805
ES0031406215632001QE0F;2016-01-04;2016-02-01;3.0A;F1;N;P3;338;53297;53635
ES0031406063127001BH0F;2015-12-22;2016-01-26;3.0A;F1;N;P3;473;59545;60018
ES0031408115154001JT0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;13;225522;225535
ES0031408207127010JB0F;2015-12-29;2016-01-29;3.0A;F1;N;P3;173;17147;17320
ES0021000018918640WX;2015-11-19;2016-01-28;3.0A;F1;N;P3;180;2374;2554
ES0031406057933001EQ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;448;34840;35288
ES0031406216029002GC0F;2015-12-22;2016-01-25;3.0A;F1;N;P3;119;18331;18450
ES0031408144152001GZ0F;2015-12-23;2016-01-27;3.0A;F1;N;P3;181;28155;28336
ES0021000006821683BH;2015-12-22;2016-01-26;3.0A;F1;N;P3;2878;169639;172517
ES0031406065279001JT0F;2015-12-29;2016-01-29;3.0A;F1;N;P3;779;133389;134168
ES0031408132297001EL0F;2015-12-24;2016-01-27;3.0A;F1;N;P3;27;176;203
ES0031300809601001ZK0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;221;13117;13338
ES0031406216042001HR0F;2015-12-21;2016-01-25;3.0A;F1;N;P3;496;43989;44485
ES0021000006813636YK0F;2015-12-22;2016-01-28;3.0A;F1;N;P3;372;33285;33657
ES0021000003838037PR;2015-12-22;2016-01-26;3.0A;F1;N;P3;205;12196;12401
ES0031406056649001VZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;6046;301254;307300
ES0031408085100001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;667;65570;66237
ES0021000000039165WQ;2016-01-04;2016-01-26;3.0A;F1;N;P3;603;180189;180792
ES0031406216073001PC0F;2015-12-22;2016-01-25;3.0A;F1;N;P3;622;44763;45385
ES0021000013298429CX;2015-12-22;2016-01-22;3.0A;F1;N;P3;813;137179;137992
ES0031408077783001KK0F;2015-12-17;2016-01-21;3.0A;F1;N;P3;4;41541;41545
ES0031300828429001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;1742;57583;59325
ES0031408057602001ZA0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;260;35799;36059
ES0031406217581001RW0F;2015-12-29;2016-01-27;3.0A;F1;N;P3;404;76858;77262
ES0031406216144001JL0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;15;111433;111448
ES0031408406780001XF0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;2755;47637;50392
ES0021000019681618DD0F;2015-12-28;2016-01-27;3.0A;F1;N;P3;1843;27110;28953
ES0031300801214001GV0F;2015-12-22;2016-01-22;3.0A;F1;N;P3;36;1412;1448
ES0031408062581002QX0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;565;182950;183515
ES0021000003200891KR;2015-12-21;2016-01-22;3.0A;F1;N;P3;82;57502;57584
ES0031406216209001XK0F;2015-12-31;2016-01-31;3.0A;F1;N;P3;38;438834;438872
ES0031406216209001XK0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;5;16793;16798
ES0031406060129001GE0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;428;25242;25670
ES0031300727945001BR0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;2;6094;6096
ES0031406060592001XD0F;2015-12-21;2015-12-31;3.0A;F1;N;P4;16;7332;7348
ES0031300732701001TS0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;757;62990;63747
ES0021000002703514SE;2015-12-24;2016-01-22;3.0A;F1;N;P4;282;36012;36294
ES0031406063127001BH0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;397;30526;30923
ES0031406063471001HF0F;2015-12-22;2016-01-25;3.0A;F1;N;P4;382;11108;11490
ES0031408425231002XV0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;272;16133;16405
ES0031406064312001JN0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;238;34537;34775
ES0031300727290016FX0F;2015-12-30;2016-01-29;3.0A;F1;N;P4;15;3332;3347
ES0031406064831002SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;136;11308;11444
ES0031406064514001XA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;367;12061;12428
ES0031406064943001DF0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;10;22713;22723
ES0031406064943002DP0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;22;14412;14434
ES0031406065447002AD0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;454;42941;43395
ES0031408397344032RH0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;14;1146;1160
ES0031406065279001JT0F;2015-12-29;2016-01-29;3.0A;F1;N;P4;202;17981;18183
ES0031406065482001FW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;962;90046;91008
ES0021000003784824VX;2015-12-28;2016-01-22;3.0A;F1;N;P4;98;355;453
ES0031406065563001DL0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;15;18311;18326
ES0031300717686001YJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;0;141;141
ES0031406065554001DN0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;961;30814;31775
ES0031406065573001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;164;99978;100142
ES0031406065511001WE0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;188;55430;55618
ES0031408440070001BZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;761;55878;56639
ES0031406065602001AB0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;72;78888;78960
ES0031300717311002DY0F;2015-12-22;2016-01-22;3.0A;F1;N;P4;11;5569;5580
ES0031406065617001BS0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;0;6946;6946
ES0031406187789001XV0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;105;3215;3320
ES0031300714098001SJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;86;5650;5736
